measure_name,value_set_name,value_set_oid,code,codeSystem,codeSystemName,codeSystemVersion,displayName
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.23X4,2.16.840.1.113883.6.90,ICD10CM,2019,"Continuing pregnancy after intrauterine death of one fetus or more, third trimester, fetus 4"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.23X5,2.16.840.1.113883.6.90,ICD10CM,2019,"Continuing pregnancy after intrauterine death of one fetus or more, third trimester, fetus 5"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.23X9,2.16.840.1.113883.6.90,ICD10CM,2019,"Continuing pregnancy after intrauterine death of one fetus or more, third trimester, other fetus"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.30X0,2.16.840.1.113883.6.90,ICD10CM,2019,"Continuing pregnancy after elective fetal reduction of one fetus or more, unspecified trimester, not applicable or unspecified"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.30X1,2.16.840.1.113883.6.90,ICD10CM,2019,"Continuing pregnancy after elective fetal reduction of one fetus or more, unspecified trimester, fetus 1"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.30X2,2.16.840.1.113883.6.90,ICD10CM,2019,"Continuing pregnancy after elective fetal reduction of one fetus or more, unspecified trimester, fetus 2"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.30X3,2.16.840.1.113883.6.90,ICD10CM,2019,"Continuing pregnancy after elective fetal reduction of one fetus or more, unspecified trimester, fetus 3"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.30X4,2.16.840.1.113883.6.90,ICD10CM,2019,"Continuing pregnancy after elective fetal reduction of one fetus or more, unspecified trimester, fetus 4"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.30X5,2.16.840.1.113883.6.90,ICD10CM,2019,"Continuing pregnancy after elective fetal reduction of one fetus or more, unspecified trimester, fetus 5"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.30X9,2.16.840.1.113883.6.90,ICD10CM,2019,"Continuing pregnancy after elective fetal reduction of one fetus or more, unspecified trimester, other fetus"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.31X0,2.16.840.1.113883.6.90,ICD10CM,2019,"Continuing pregnancy after elective fetal reduction of one fetus or more, first trimester, not applicable or unspecified"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.31X1,2.16.840.1.113883.6.90,ICD10CM,2019,"Continuing pregnancy after elective fetal reduction of one fetus or more, first trimester, fetus 1"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.31X2,2.16.840.1.113883.6.90,ICD10CM,2019,"Continuing pregnancy after elective fetal reduction of one fetus or more, first trimester, fetus 2"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.31X3,2.16.840.1.113883.6.90,ICD10CM,2019,"Continuing pregnancy after elective fetal reduction of one fetus or more, first trimester, fetus 3"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.31X4,2.16.840.1.113883.6.90,ICD10CM,2019,"Continuing pregnancy after elective fetal reduction of one fetus or more, first trimester, fetus 4"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.31X5,2.16.840.1.113883.6.90,ICD10CM,2019,"Continuing pregnancy after elective fetal reduction of one fetus or more, first trimester, fetus 5"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.31X9,2.16.840.1.113883.6.90,ICD10CM,2019,"Continuing pregnancy after elective fetal reduction of one fetus or more, first trimester, other fetus"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.32X0,2.16.840.1.113883.6.90,ICD10CM,2019,"Continuing pregnancy after elective fetal reduction of one fetus or more, second trimester, not applicable or unspecified"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.32X1,2.16.840.1.113883.6.90,ICD10CM,2019,"Continuing pregnancy after elective fetal reduction of one fetus or more, second trimester, fetus 1"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.32X2,2.16.840.1.113883.6.90,ICD10CM,2019,"Continuing pregnancy after elective fetal reduction of one fetus or more, second trimester, fetus 2"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.32X3,2.16.840.1.113883.6.90,ICD10CM,2019,"Continuing pregnancy after elective fetal reduction of one fetus or more, second trimester, fetus 3"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.32X4,2.16.840.1.113883.6.90,ICD10CM,2019,"Continuing pregnancy after elective fetal reduction of one fetus or more, second trimester, fetus 4"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.32X5,2.16.840.1.113883.6.90,ICD10CM,2019,"Continuing pregnancy after elective fetal reduction of one fetus or more, second trimester, fetus 5"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.32X9,2.16.840.1.113883.6.90,ICD10CM,2019,"Continuing pregnancy after elective fetal reduction of one fetus or more, second trimester, other fetus"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.33X0,2.16.840.1.113883.6.90,ICD10CM,2019,"Continuing pregnancy after elective fetal reduction of one fetus or more, third trimester, not applicable or unspecified"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.33X1,2.16.840.1.113883.6.90,ICD10CM,2019,"Continuing pregnancy after elective fetal reduction of one fetus or more, third trimester, fetus 1"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.33X2,2.16.840.1.113883.6.90,ICD10CM,2019,"Continuing pregnancy after elective fetal reduction of one fetus or more, third trimester, fetus 2"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.33X3,2.16.840.1.113883.6.90,ICD10CM,2019,"Continuing pregnancy after elective fetal reduction of one fetus or more, third trimester, fetus 3"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.33X4,2.16.840.1.113883.6.90,ICD10CM,2019,"Continuing pregnancy after elective fetal reduction of one fetus or more, third trimester, fetus 4"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.33X5,2.16.840.1.113883.6.90,ICD10CM,2019,"Continuing pregnancy after elective fetal reduction of one fetus or more, third trimester, fetus 5"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.33X9,2.16.840.1.113883.6.90,ICD10CM,2019,"Continuing pregnancy after elective fetal reduction of one fetus or more, third trimester, other fetus"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.8X10,2.16.840.1.113883.6.90,ICD10CM,2019,"Other complications specific to multiple gestation, first trimester, not applicable or unspecified"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.8X11,2.16.840.1.113883.6.90,ICD10CM,2019,"Other complications specific to multiple gestation, first trimester, fetus 1"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.8X12,2.16.840.1.113883.6.90,ICD10CM,2019,"Other complications specific to multiple gestation, first trimester, fetus 2"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.8X13,2.16.840.1.113883.6.90,ICD10CM,2019,"Other complications specific to multiple gestation, first trimester, fetus 3"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.8X14,2.16.840.1.113883.6.90,ICD10CM,2019,"Other complications specific to multiple gestation, first trimester, fetus 4"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.8X15,2.16.840.1.113883.6.90,ICD10CM,2019,"Other complications specific to multiple gestation, first trimester, fetus 5"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.8X19,2.16.840.1.113883.6.90,ICD10CM,2019,"Other complications specific to multiple gestation, first trimester, other fetus"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.8X20,2.16.840.1.113883.6.90,ICD10CM,2019,"Other complications specific to multiple gestation, second trimester, not applicable or unspecified"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.8X21,2.16.840.1.113883.6.90,ICD10CM,2019,"Other complications specific to multiple gestation, second trimester, fetus 1"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.8X22,2.16.840.1.113883.6.90,ICD10CM,2019,"Other complications specific to multiple gestation, second trimester, fetus 2"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.8X23,2.16.840.1.113883.6.90,ICD10CM,2019,"Other complications specific to multiple gestation, second trimester, fetus 3"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.8X24,2.16.840.1.113883.6.90,ICD10CM,2019,"Other complications specific to multiple gestation, second trimester, fetus 4"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.8X25,2.16.840.1.113883.6.90,ICD10CM,2019,"Other complications specific to multiple gestation, second trimester, fetus 5"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.8X29,2.16.840.1.113883.6.90,ICD10CM,2019,"Other complications specific to multiple gestation, second trimester, other fetus"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.8X30,2.16.840.1.113883.6.90,ICD10CM,2019,"Other complications specific to multiple gestation, third trimester, not applicable or unspecified"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.8X31,2.16.840.1.113883.6.90,ICD10CM,2019,"Other complications specific to multiple gestation, third trimester, fetus 1"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.8X32,2.16.840.1.113883.6.90,ICD10CM,2019,"Other complications specific to multiple gestation, third trimester, fetus 2"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.8X33,2.16.840.1.113883.6.90,ICD10CM,2019,"Other complications specific to multiple gestation, third trimester, fetus 3"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.8X34,2.16.840.1.113883.6.90,ICD10CM,2019,"Other complications specific to multiple gestation, third trimester, fetus 4"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.8X35,2.16.840.1.113883.6.90,ICD10CM,2019,"Other complications specific to multiple gestation, third trimester, fetus 5"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.8X39,2.16.840.1.113883.6.90,ICD10CM,2019,"Other complications specific to multiple gestation, third trimester, other fetus"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.8X90,2.16.840.1.113883.6.90,ICD10CM,2019,"Other complications specific to multiple gestation, unspecified trimester, not applicable or unspecified"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.8X91,2.16.840.1.113883.6.90,ICD10CM,2019,"Other complications specific to multiple gestation, unspecified trimester, fetus 1"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.8X92,2.16.840.1.113883.6.90,ICD10CM,2019,"Other complications specific to multiple gestation, unspecified trimester, fetus 2"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.8X93,2.16.840.1.113883.6.90,ICD10CM,2019,"Other complications specific to multiple gestation, unspecified trimester, fetus 3"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.8X94,2.16.840.1.113883.6.90,ICD10CM,2019,"Other complications specific to multiple gestation, unspecified trimester, fetus 4"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.8X95,2.16.840.1.113883.6.90,ICD10CM,2019,"Other complications specific to multiple gestation, unspecified trimester, fetus 5"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O31.8X99,2.16.840.1.113883.6.90,ICD10CM,2019,"Other complications specific to multiple gestation, unspecified trimester, other fetus"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.0XX0,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for unstable lie, not applicable or unspecified"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.0XX1,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for unstable lie, fetus 1"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.0XX2,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for unstable lie, fetus 2"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.0XX3,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for unstable lie, fetus 3"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.0XX4,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for unstable lie, fetus 4"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.0XX5,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for unstable lie, fetus 5"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.0XX9,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for unstable lie, other fetus"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.1XX0,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for breech presentation, not applicable or unspecified"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.1XX1,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for breech presentation, fetus 1"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.1XX2,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for breech presentation, fetus 2"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.1XX3,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for breech presentation, fetus 3"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.1XX4,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for breech presentation, fetus 4"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.1XX5,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for breech presentation, fetus 5"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.1XX9,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for breech presentation, other fetus"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.2XX0,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for transverse and oblique lie, not applicable or unspecified"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.2XX1,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for transverse and oblique lie, fetus 1"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.2XX2,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for transverse and oblique lie, fetus 2"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.2XX3,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for transverse and oblique lie, fetus 3"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.2XX4,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for transverse and oblique lie, fetus 4"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.2XX5,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for transverse and oblique lie, fetus 5"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.2XX9,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for transverse and oblique lie, other fetus"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.3XX0,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for face, brow and chin presentation, not applicable or unspecified"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.3XX1,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for face, brow and chin presentation, fetus 1"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.3XX2,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for face, brow and chin presentation, fetus 2"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.3XX3,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for face, brow and chin presentation, fetus 3"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.3XX4,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for face, brow and chin presentation, fetus 4"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.3XX5,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for face, brow and chin presentation, fetus 5"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.3XX9,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for face, brow and chin presentation, other fetus"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.4XX0,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for high head at term, not applicable or unspecified"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.4XX1,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for high head at term, fetus 1"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.4XX2,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for high head at term, fetus 2"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.4XX3,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for high head at term, fetus 3"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.4XX4,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for high head at term, fetus 4"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.4XX5,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for high head at term, fetus 5"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.4XX9,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for high head at term, other fetus"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.6XX0,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for compound presentation, not applicable or unspecified"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.6XX1,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for compound presentation, fetus 1"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.6XX2,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for compound presentation, fetus 2"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.6XX3,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for compound presentation, fetus 3"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.6XX4,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for compound presentation, fetus 4"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.6XX5,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for compound presentation, fetus 5"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.6XX9,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for compound presentation, other fetus"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.8XX0,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for other malpresentation of fetus, not applicable or unspecified"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.8XX1,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for other malpresentation of fetus, fetus 1"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.8XX2,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for other malpresentation of fetus, fetus 2"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.8XX3,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for other malpresentation of fetus, fetus 3"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.8XX4,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for other malpresentation of fetus, fetus 4"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.8XX5,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for other malpresentation of fetus, fetus 5"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.8XX9,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for other malpresentation of fetus, other fetus"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.9XX0,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for malpresentation of fetus, unspecified, not applicable or unspecified"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.9XX1,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for malpresentation of fetus, unspecified, fetus 1"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.9XX2,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for malpresentation of fetus, unspecified, fetus 2"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.9XX3,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for malpresentation of fetus, unspecified, fetus 3"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.9XX4,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for malpresentation of fetus, unspecified, fetus 4"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.9XX5,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for malpresentation of fetus, unspecified, fetus 5"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O32.9XX9,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for malpresentation of fetus, unspecified, other fetus"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O33.0,2.16.840.1.113883.6.90,ICD10CM,2019,Maternal care for disproportion due to deformity of maternal pelvic bones
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O33.1,2.16.840.1.113883.6.90,ICD10CM,2019,Maternal care for disproportion due to generally contracted pelvis
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O33.2,2.16.840.1.113883.6.90,ICD10CM,2019,Maternal care for disproportion due to inlet contraction of pelvis
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O33.3XX0,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for disproportion due to outlet contraction of pelvis, not applicable or unspecified"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O33.3XX1,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for disproportion due to outlet contraction of pelvis, fetus 1"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O33.3XX2,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for disproportion due to outlet contraction of pelvis, fetus 2"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O33.3XX3,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for disproportion due to outlet contraction of pelvis, fetus 3"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O33.3XX4,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for disproportion due to outlet contraction of pelvis, fetus 4"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O33.3XX5,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for disproportion due to outlet contraction of pelvis, fetus 5"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O33.3XX9,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for disproportion due to outlet contraction of pelvis, other fetus"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O33.4XX0,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for disproportion of mixed maternal and fetal origin, not applicable or unspecified"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O33.4XX1,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for disproportion of mixed maternal and fetal origin, fetus 1"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O33.4XX2,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for disproportion of mixed maternal and fetal origin, fetus 2"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O33.4XX3,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for disproportion of mixed maternal and fetal origin, fetus 3"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O33.4XX4,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for disproportion of mixed maternal and fetal origin, fetus 4"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O33.4XX5,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for disproportion of mixed maternal and fetal origin, fetus 5"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O33.4XX9,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for disproportion of mixed maternal and fetal origin, other fetus"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O33.5XX0,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for disproportion due to unusually large fetus, not applicable or unspecified"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O33.5XX1,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for disproportion due to unusually large fetus, fetus 1"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O33.5XX2,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for disproportion due to unusually large fetus, fetus 2"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O33.5XX3,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for disproportion due to unusually large fetus, fetus 3"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O33.5XX4,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for disproportion due to unusually large fetus, fetus 4"
controlling_high_blood_pressure,Pregnancy,2.16.840.1.113883.3.526.3.378,O33.5XX5,2.16.840.1.113883.6.90,ICD10CM,2019,"Maternal care for disproportion due to unusually large fetus, fetus 5"
